1996,1,66,1,31-Mar,SEA,,CHW,"W,3-2",CG(12),6,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.167,0.167,0.167,0.333,9,2.54,-0.133,2.62,-0.0008,-0.58,SS
1996,2,67,2,2-Apr,SEA,,CHW,"W,3-2",CG,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.143,0.333,0.143,0.476,9,1.3,0.016,1.36,0.0001,0.13,SS
1996,3,68,3,3-Apr,SEA,,CHW,"L,2-4",GS-9,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.333,0.3,0.633,9,1.21,0.02,1.33,0.0001,0.37,SS
1996,4,69,4,5-Apr,SEA,,MIL,"L,6-10",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.143,0.25,0.214,0.464,9,0.32,-0.035,0.36,-0.0002,-1.04,SS
1996,5,70,5,6-Apr,SEA,,MIL,"W,8-5",CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.118,0.211,0.176,0.387,9,0.19,-0.016,0.19,-0.0001,-0.76,SS
1996,6,71,6,7-Apr,SEA,,MIL,"W,3-1",CG,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.105,0.227,0.158,0.385,9,0.95,-0.04,1.01,-0.0003,-0.45,SS
1996,7,72,7,9-Apr,SEA,@,DET,"L,9-10",CG,5,5,2,3,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0.208,0.296,0.458,0.755,9,1.75,0.144,1.93,0.001,2.19,SS
1996,8,73,8,10-Apr,SEA,@,DET,"L,3-7",CG,3,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.222,0.3,0.481,0.781,9,1,-0.026,1.11,-0.0002,-0.5,SS
1996,9,74,9,11-Apr,SEA,@,DET,"W,9-1",CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2,0.294,0.433,0.727,9,0.35,-0.001,0.36,0,-0.25,SS
1996,10,75,10,12-Apr,SEA,@,TOR,"W,9-6",CG,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.206,0.289,0.441,0.731,9,0.44,-0.062,0.48,-0.0004,-1.47,SS
1996,11,76,11,13-Apr,SEA,@,TOR,"W,14-3",CG,5,5,1,2,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0.231,0.302,0.487,0.79,9,0.18,0.015,0.2,0.0001,2.52,SS
1996,12,77,13 (1),15-Apr,SEA,,CAL,"W,11-10",CG,4,4,2,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0.256,0.319,0.558,0.877,9,1.19,-0.068,1.62,-0.0006,1.93,SS
1996,13,78,14,16-Apr,SEA,,CAL,"W,5-3",CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0.3,0.522,0.822,9,0.75,-0.061,1,-0.0005,-0.81,SS
1996,14,79,15,17-Apr,SEA,,DET,"W,8-3",CG,4,3,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.265,0.333,0.571,0.905,9,1.2,0.175,1.52,0.0013,1,SS
1996,15,80,16,18-Apr,SEA,,DET,"W,11-3",CG,4,4,1,2,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0.283,0.345,0.623,0.967,9,0.48,0.113,0.6,0.0008,2.16,SS
1996,16,81,17,19-Apr,SEA,,TOR,"L,4-10",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.281,0.339,0.596,0.935,9,1.28,-0.128,1.56,-0.0009,-1.01,SS
1996,17,82,19 (1),21-Apr,SEA,,TOR,"W,9-5",GS-3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.293,0.349,0.603,0.953,9,1.21,0.08,1.51,0.0006,0.85,SS
1996,18,83,33 (13),7-May,SEA,,MIN,"L,0-2",CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.279,0.333,0.574,0.907,8,1.49,-0.178,1.84,-0.0013,-1.34,SS
1996,19,84,34,8-May,SEA,,MIN,"L,5-7",CG(10),5,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.273,0.324,0.561,0.885,2,1.22,-0.005,1.43,0,0.39,SS
1996,20,85,35,10-May,SEA,,KCR,"L,10-14",CG,5,3,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.275,0.329,0.551,0.88,2,1.04,0.018,1.18,0.0001,-0.05,SS
1996,21,86,36,11-May,SEA,,KCR,"W,11-1",CG,5,5,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.284,0.333,0.595,0.928,2,0.33,0.045,0.35,0.0003,0.89,SS
1996,22,87,37,12-May,SEA,,KCR,"W,8-5",CG,5,3,2,3,1,0,2,5,0,0,0,0,1,1,0,0,0,0,0.312,0.353,0.701,1.054,2,0.67,0.371,0.75,0.0025,4.05,SS
1996,23,88,38,14-May,SEA,@,NYY,"L,0-2",CG,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.304,0.36,0.684,1.043,2,1.82,0.07,2.15,0.0005,-0.06,SS
1996,24,89,39,15-May,SEA,@,NYY,"W,10-5",CG,6,6,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.318,0.368,0.671,1.039,2,0.86,-0.026,1,-0.0002,-0.38,SS
1996,25,90,40,17-May,SEA,@,BAL,"L,13-14",CG,6,6,2,3,1,0,1,6,0,0,1,0,0,0,0,1,0,0,0.33,0.376,0.703,1.08,2,1.64,0.655,1.98,0.0047,3.84,SS
1996,26,91,41,18-May,SEA,@,BAL,"W,7-3",CG,5,5,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.333,0.377,0.719,1.096,2,0.66,0.193,0.78,0.0014,1.55,SS
1996,27,92,42,19-May,SEA,@,BAL,"L,7-8",CG,5,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.347,0.387,0.713,1.1,2,0.98,0.055,1.18,0.0004,0.33,SS
1996,28,93,43,21-May,SEA,@,BOS,"W,13-7",CG,6,6,3,3,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0.355,0.393,0.71,1.103,2,0.87,0.213,1.01,0.0015,2.13,SS
1996,29,94,44,22-May,SEA,@,BOS,"W,6-1",CG,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0.348,0.385,0.688,1.073,2,0.49,-0.088,0.57,-0.0006,-1.24,SS
1996,30,95,45,23-May,SEA,@,BOS,"L,4-11",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.345,0.381,0.672,1.053,2,0.84,-0.048,1,-0.0004,-0.47,SS
1996,31,96,46,24-May,SEA,,NYY,"W,10-4",CG,5,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.347,0.382,0.661,1.043,2,0.39,-0.013,0.48,-0.0001,-0.02,SS
1996,32,97,47,25-May,SEA,,NYY,"L,4-5",CG,5,5,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.349,0.382,0.659,1.041,2,1.65,-0.101,2.07,-0.0008,0.63,SS
1996,33,98,48,26-May,SEA,,NYY,"W,4-3",CG,4,4,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.369,0.4,0.7,1.1,2,0.71,0.17,0.87,0.0012,2.48,SS
1996,34,99,49,28-May,SEA,,BAL,"L,8-12",CG,5,5,3,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0.378,0.407,0.704,1.111,2,0.75,0.053,0.95,0.0004,1.22,SS
1996,35,100,50,29-May,SEA,,BAL,"W,9-8",CG,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.364,0.393,0.679,1.072,2,1.46,-0.19,1.75,-0.0014,-1.33,SS
1996,36,101,51,30-May,SEA,,BOS,"L,1-10",GS-8,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.359,0.392,0.669,1.061,2,0.52,0.014,0.61,0.0001,-0.04,SS
1996,37,102,52,31-May,SEA,,BOS,"W,9-6",CG,5,5,1,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0.354,0.386,0.673,1.06,2,1.17,0.014,1.31,0.0001,-0.11,SS
1996,38,103,53,1-Jun,SEA,,BOS,"L,5-6",7-GF,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.349,0.381,0.664,1.046,1,2.25,-0.117,2.58,-0.0008,-0.53,PH SS
